draw,repeats,neighbors,max_zone,date,rolling_repeats,rolling_neighbors,rolling_max_zone
97000223,1,1,4,2008-11-06,0.6,1.0,3.0
97000224,0,1,3,2008-11-07,0.6,1.0,3.1
97000225,0,1,2,2008-11-10,0.5,0.9,3.0
97000226,0,1,3,2008-11-11,0.4,0.9,3.1
97000227,0,2,2,2008-11-12,0.4,1.1,2.9
97000228,0,2,3,2008-11-13,0.2,1.2,3.0
97000229,0,0,4,2008-11-14,0.1,1.1,3.0
97000230,0,1,3,2008-11-17,0.1,1.1,3.0
97000231,0,1,3,2008-11-18,0.1,1.1,3.0
97000232,0,0,5,2008-11-19,0.1,1.0,3.2
97000233,0,1,3,2008-11-20,0.0,1.0,3.1
97000234,0,1,2,2008-11-21,0.0,1.0,3.0
97000235,0,1,2,2008-11-24,0.0,1.0,3.0
97000236,0,0,2,2008-11-25,0.0,0.9,2.9
97000237,1,2,3,2008-11-26,0.1,0.9,3.0
97000238,0,0,2,2008-11-27,0.1,0.7,2.9
97000239,1,1,4,2008-11-28,0.2,0.8,2.9
97000240,0,1,3,2008-12-01,0.2,0.8,2.9
97000241,0,2,2,2008-12-02,0.2,0.9,2.8
97000242,1,2,2,2008-12-03,0.3,1.1,2.5
97000243,1,0,3,2008-12-04,0.4,1.0,2.5
97000244,1,1,3,2008-12-05,0.5,1.0,2.6
97000245,1,2,4,2008-12-08,0.6,1.1,2.8
97000246,1,2,3,2008-12-09,0.7,1.3,2.9
97000247,0,2,3,2008-12-10,0.6,1.3,2.9
97000248,1,0,3,2008-12-11,0.7,1.3,3.0
97000249,2,0,3,2008-12-12,0.8,1.2,2.9
97000250,0,1,3,2008-12-15,0.8,1.2,2.9
97000251,0,0,3,2008-12-16,0.8,1.0,3.0
97000252,0,1,3,2008-12-17,0.7,0.9,3.1
97000253,1,0,3,2008-12-18,0.7,0.9,3.1
97000254,1,0,2,2008-12-19,0.7,0.8,3.0
97000255,0,0,2,2008-12-22,0.6,0.6,2.8
97000256,2,0,2,2008-12-23,0.7,0.4,2.7
97000257,2,2,2,2008-12-24,0.9,0.4,2.6
97000258,1,2,3,2008-12-25,0.9,0.6,2.6
97000259,0,0,2,2008-12-26,0.7,0.6,2.5
97000260,0,2,2,2008-12-29,0.7,0.7,2.4
97000261,0,3,3,2008-12-30,0.7,1.0,2.4
97000262,2,2,3,2008-12-31,0.9,1.1,2.4
98000001,0,1,2,2009-01-01,0.8,1.2,2.3
98000002,0,1,3,2009-01-02,0.7,1.3,2.4
98000003,0,2,2,2009-01-05,0.7,1.5,2.4
98000004,1,1,4,2009-01-06,0.6,1.6,2.6
98000005,0,1,2,2009-01-07,0.4,1.5,2.6
98000006,0,3,5,2009-01-08,0.3,1.6,2.8
98000007,0,0,3,2009-01-09,0.3,1.6,2.9
98000008,1,1,3,2009-01-12,0.4,1.5,3.0
98000009,0,2,2,2009-01-13,0.4,1.4,2.9
98000010,1,0,2,2009-01-14,0.3,1.2,2.8
98000011,1,1,3,2009-01-15,0.4,1.2,2.9
98000012,1,2,2,2009-01-16,0.5,1.3,2.8
98000013,0,2,2,2009-01-19,0.5,1.3,2.8
98000014,0,1,2,2009-01-20,0.4,1.3,2.6
98000015,0,1,3,2009-01-21,0.4,1.3,2.7
98000016,1,2,2,2009-01-22,0.5,1.2,2.4
98000017,1,0,2,2009-01-23,0.6,1.2,2.3
98000018,3,0,2,2009-01-26,0.8,1.1,2.2
98000019,1,1,3,2009-01-27,0.9,1.0,2.3
98000020,1,2,3,2009-01-28,0.9,1.2,2.4
98000021,2,2,2,2009-01-29,1.0,1.3,2.3
98000022,2,1,3,2009-01-30,1.1,1.2,2.4
98000023,0,2,2,2009-02-02,1.1,1.2,2.4
98000024,1,0,3,2009-02-03,1.2,1.1,2.5
98000025,2,2,2,2009-02-04,1.4,1.2,2.4
98000026,1,1,3,2009-02-05,1.4,1.1,2.5
98000027,1,1,2,2009-02-06,1.4,1.2,2.5
98000028,1,2,3,2009-02-09,1.2,1.4,2.6
98000029,1,2,4,2009-02-10,1.2,1.5,2.7
98000030,0,1,3,2009-02-11,1.1,1.4,2.7
98000031,1,3,2,2009-02-12,1.0,1.5,2.7
98000032,2,2,3,2009-02-13,1.0,1.6,2.7
98000033,0,2,2,2009-02-16,1.0,1.6,2.7
98000034,0,2,2,2009-02-17,0.9,1.8,2.6
98000035,1,2,2,2009-02-18,0.8,1.8,2.6
98000036,0,2,2,2009-02-19,0.7,1.9,2.5
98000037,0,2,3,2009-02-20,0.6,2.0,2.6
98000038,1,0,3,2009-02-23,0.6,1.8,2.6
98000039,0,0,3,2009-02-24,0.5,1.6,2.5
98000040,0,0,3,2009-02-25,0.5,1.5,2.5
98000041,0,2,3,2009-02-26,0.4,1.4,2.6
98000042,0,1,3,2009-02-27,0.2,1.3,2.6
98000043,0,1,2,2009-03-02,0.2,1.2,2.6
98000044,0,0,3,2009-03-03,0.2,1.0,2.7
98000045,0,1,3,2009-03-04,0.1,0.9,2.8
98000046,1,2,3,2009-03-05,0.2,0.9,2.9
98000047,1,0,3,2009-03-06,0.3,0.7,2.9
98000048,0,1,2,2009-03-09,0.2,0.8,2.8
98000049,0,2,3,2009-03-10,0.2,1.0,2.8
98000050,0,1,3,2009-03-11,0.2,1.1,2.8
98000051,3,2,4,2009-03-12,0.5,1.1,2.9
98000052,1,2,3,2009-03-13,0.6,1.2,2.9
98000053,1,1,3,2009-03-16,0.7,1.2,3.0
98000054,0,2,3,2009-03-17,0.7,1.4,3.0
98000055,1,2,4,2009-03-18,0.8,1.5,3.1
98000056,0,3,4,2009-03-19,0.7,1.6,3.2
98000057,1,1,3,2009-03-20,0.7,1.7,3.2
98000058,0,0,2,2009-03-23,0.7,1.6,3.2
98000059,1,1,2,2009-03-24,0.8,1.5,3.1
98000060,1,2,3,2009-03-25,0.9,1.6,3.1
98000061,0,3,2,2009-03-26,0.6,1.7,2.9
98000062,0,1,3,2009-03-27,0.5,1.6,2.9
98000063,0,2,3,2009-03-30,0.4,1.7,2.9
98000064,1,1,3,2009-03-31,0.5,1.6,2.9
98000065,1,1,2,2009-04-01,0.5,1.5,2.7
98000066,2,1,2,2009-04-02,0.7,1.3,2.5
98000067,0,2,2,2009-04-03,0.6,1.4,2.4
98000068,1,2,3,2009-04-06,0.7,1.6,2.5
98000069,1,0,3,2009-04-07,0.7,1.5,2.6
98000070,1,1,3,2009-04-08,0.7,1.4,2.6
98000071,2,0,2,2009-04-09,0.9,1.1,2.6
98000072,0,0,3,2009-04-10,0.9,1.0,2.6
98000073,1,1,2,2009-04-13,1.0,0.9,2.5
98000074,2,2,2,2009-04-14,1.1,1.0,2.4
98000075,2,1,3,2009-04-15,1.2,1.0,2.5
98000076,0,2,2,2009-04-16,1.0,1.1,2.5
98000077,0,0,3,2009-04-17,1.0,0.9,2.6
98000078,1,0,3,2009-04-20,1.0,0.7,2.6
98000079,0,1,2,2009-04-21,0.9,0.8,2.5
98000080,1,1,2,2009-04-22,0.9,0.8,2.4
98000081,1,2,2,2009-04-23,0.8,1.0,2.4
98000082,0,1,3,2009-04-24,0.8,1.1,2.4
98000083,0,1,2,2009-04-27,0.7,1.1,2.4
98000084,0,1,3,2009-04-28,0.5,1.0,2.5
98000085,1,1,3,2009-04-29,0.4,1.0,2.5
98000086,0,0,3,2009-04-30,0.4,0.8,2.6
98000087,0,1,3,2009-05-01,0.4,0.9,2.6
98000088,2,1,2,2009-05-04,0.5,1.0,2.5
98000089,0,2,3,2009-05-05,0.5,1.1,2.6
98000090,0,3,2,2009-05-06,0.4,1.3,2.6
98000091,0,0,4,2009-05-07,0.3,1.1,2.8
98000092,0,1,2,2009-05-08,0.3,1.1,2.7
98000093,1,0,2,2009-05-11,0.4,1.0,2.7
98000094,1,2,3,2009-05-12,0.5,1.1,2.7
98000095,1,1,2,2009-05-13,0.5,1.1,2.6
98000096,2,1,2,2009-05-14,0.7,1.2,2.5
98000097,1,0,3,2009-05-15,0.8,1.1,2.5
98000098,0,2,3,2009-05-18,0.6,1.2,2.6
98000099,1,1,3,2009-05-19,0.7,1.1,2.6
98000100,1,0,4,2009-05-20,0.8,0.8,2.8
98000101,0,0,2,2009-05-21,0.8,0.8,2.6
98000102,0,2,3,2009-05-22,0.8,0.9,2.7
98000103,1,1,4,2009-05-25,0.8,1.0,2.9
98000104,1,1,2,2009-05-26,0.8,0.9,2.8
98000105,0,1,4,2009-05-27,0.7,0.9,3.0
98000106,0,0,3,2009-05-28,0.5,0.8,3.1
98000107,2,0,3,2009-05-29,0.6,0.8,3.1
98000108,0,0,2,2009-06-01,0.6,0.6,3.0
98000109,1,0,4,2009-06-02,0.6,0.5,3.1
98000110,0,0,2,2009-06-03,0.5,0.5,2.9
98000111,0,3,3,2009-06-04,0.5,0.8,3.0
98000112,1,1,2,2009-06-05,0.6,0.7,2.9
98000113,0,1,2,2009-06-08,0.5,0.7,2.7
98000114,0,2,3,2009-06-09,0.4,0.8,2.8
98000115,1,2,3,2009-06-10,0.5,0.9,2.7
98000116,0,1,4,2009-06-11,0.5,1.0,2.8
98000117,2,1,3,2009-06-12,0.5,1.1,2.8
98000118,0,1,2,2009-06-15,0.5,1.2,2.8
98000119,0,3,3,2009-06-16,0.4,1.5,2.7
98000120,0,2,2,2009-06-17,0.4,1.7,2.7
98000121,0,1,2,2009-06-18,0.4,1.5,2.6
98000122,0,2,2,2009-06-19,0.3,1.6,2.6
98000123,1,1,3,2009-06-22,0.4,1.6,2.7
98000124,2,1,3,2009-06-23,0.6,1.5,2.7
98000125,1,3,3,2009-06-24,0.6,1.6,2.7
98000126,1,0,2,2009-06-25,0.7,1.5,2.5
98000127,0,3,2,2009-06-26,0.5,1.7,2.4
98000128,1,0,3,2009-06-29,0.6,1.6,2.5
98000129,0,0,2,2009-06-30,0.6,1.3,2.4
98000130,1,1,2,2009-07-01,0.7,1.2,2.4
98000131,1,2,2,2009-07-02,0.8,1.3,2.4
98000132,1,1,2,2009-07-03,0.9,1.2,2.4
98000133,0,2,4,2009-07-06,0.8,1.3,2.5
98000134,0,1,3,2009-07-07,0.6,1.3,2.5
98000135,1,0,2,2009-07-08,0.6,1.0,2.4
98000136,0,1,2,2009-07-09,0.5,1.1,2.4
98000137,0,0,3,2009-07-10,0.5,0.8,2.5
98000138,1,2,3,2009-07-13,0.5,1.0,2.5
98000139,0,1,3,2009-07-14,0.5,1.1,2.6
98000140,0,2,3,2009-07-15,0.4,1.2,2.7
98000141,2,1,2,2009-07-16,0.5,1.1,2.7
98000142,0,2,3,2009-07-17,0.4,1.2,2.8
98000143,0,1,3,2009-07-20,0.4,1.1,2.7
98000144,1,1,3,2009-07-21,0.5,1.1,2.7
98000145,1,0,4,2009-07-22,0.5,1.1,2.9
98000146,1,0,2,2009-07-23,0.6,1.0,2.9
98000147,0,1,4,2009-07-24,0.6,1.1,3.0
98000148,0,0,3,2009-07-27,0.5,0.9,3.0
98000149,1,1,2,2009-07-28,0.6,0.9,2.9
98000150,0,1,3,2009-07-29,0.6,0.8,2.9
98000151,0,2,2,2009-07-30,0.4,0.9,2.9
98000152,0,1,3,2009-07-31,0.4,0.8,2.9
98000153,0,0,3,2009-08-03,0.4,0.7,2.9
98000154,0,0,2,2009-08-04,0.3,0.6,2.8
98000155,1,0,2,2009-08-05,0.3,0.6,2.6
98000156,0,1,3,2009-08-06,0.2,0.7,2.7
98000157,0,0,2,2009-08-07,0.2,0.6,2.5
98000158,0,0,2,2009-08-10,0.2,0.6,2.4
98000159,1,2,3,2009-08-11,0.2,0.7,2.5
98000160,2,1,2,2009-08-12,0.4,0.7,2.4
98000161,2,1,2,2009-08-13,0.6,0.6,2.4
98000162,1,1,3,2009-08-14,0.7,0.6,2.4
98000163,1,1,2,2009-08-17,0.8,0.7,2.3
98000164,0,1,3,2009-08-18,0.8,0.8,2.4
98000165,1,2,2,2009-08-19,0.8,1.0,2.4
98000166,1,1,2,2009-08-20,0.9,1.0,2.3
98000167,0,1,3,2009-08-21,0.9,1.1,2.4
98000168,0,3,2,2009-08-24,0.9,1.4,2.4
98000169,0,1,2,2009-08-25,0.8,1.3,2.3
98000170,2,0,3,2009-08-26,0.8,1.2,2.4
98000171,1,0,3,2009-08-27,0.7,1.1,2.5
98000172,2,1,3,2009-08-28,0.8,1.1,2.5
98000173,1,1,2,2009-08-31,0.8,1.1,2.5
98000174,0,2,2,2009-09-01,0.8,1.2,2.4
98000175,1,1,3,2009-09-02,0.8,1.1,2.5
98000176,0,1,3,2009-09-03,0.7,1.1,2.6
98000177,1,3,3,2009-09-04,0.8,1.3,2.6
98000178,2,0,2,2009-09-07,1.0,1.0,2.6
98000179,2,1,2,2009-09-08,1.2,1.0,2.6
98000180,3,1,2,2009-09-09,1.3,1.1,2.5
98000181,1,0,4,2009-09-10,1.3,1.1,2.6
98000182,2,2,3,2009-09-11,1.3,1.2,2.6
98000183,1,2,2,2009-09-14,1.3,1.3,2.6
98000184,2,2,3,2009-09-15,1.5,1.3,2.7
98000185,1,1,3,2009-09-16,1.5,1.3,2.7
98000186,1,2,2,2009-09-17,1.6,1.4,2.6
98000187,0,2,2,2009-09-18,1.5,1.3,2.5
98000188,0,1,2,2009-09-21,1.3,1.4,2.5
98000189,2,0,2,2009-09-22,1.3,1.3,2.5
98000190,1,1,3,2009-09-23,1.1,1.3,2.6
98000191,2,3,3,2009-09-24,1.2,1.6,2.5
98000192,0,2,3,2009-09-25,1.0,1.6,2.5
98000193,0,1,3,2009-09-28,0.9,1.5,2.6
98000194,2,3,3,2009-09-29,0.9,1.6,2.6
98000195,1,1,3,2009-09-30,0.9,1.6,2.6
98000196,1,1,2,2009-10-01,0.9,1.5,2.6
98000197,3,1,3,2009-10-02,1.2,1.4,2.7
98000198,1,2,4,2009-10-05,1.3,1.5,2.9
98000199,1,3,4,2009-10-06,1.2,1.8,3.1
98000200,0,0,4,2009-10-07,1.1,1.7,3.2
98000201,0,2,3,2009-10-08,0.9,1.6,3.2
98000202,0,2,3,2009-10-09,0.9,1.6,3.2
98000203,0,4,2,2009-10-12,0.9,1.9,3.1
98000204,0,1,2,2009-10-13,0.7,1.7,3.0
98000205,1,1,3,2009-10-14,0.7,1.7,3.0
98000206,0,0,2,2009-10-15,0.6,1.6,3.0
98000207,0,1,3,2009-10-16,0.3,1.6,3.0
98000208,1,2,2,2009-10-19,0.3,1.6,2.8
98000209,0,1,2,2009-10-20,0.2,1.4,2.6
98000210,1,0,3,2009-10-21,0.3,1.4,2.5
98000211,0,1,2,2009-10-22,0.3,1.3,2.4
98000212,0,1,3,2009-10-23,0.3,1.2,2.4
98000213,2,0,2,2009-10-26,0.5,0.8,2.4
98000214,2,1,3,2009-10-27,0.7,0.8,2.5
98000215,0,1,2,2009-10-28,0.6,0.8,2.4
98000216,0,2,3,2009-10-29,0.6,1.0,2.5
98000217,0,2,2,2009-10-30,0.6,1.1,2.4
98000218,0,2,3,2009-11-02,0.5,1.1,2.5
98000219,0,0,4,2009-11-03,0.5,1.0,2.7
98000220,1,0,3,2009-11-04,0.5,1.0,2.7
98000221,0,2,2,2009-11-05,0.5,1.1,2.7
98000222,0,1,2,2009-11-06,0.5,1.1,2.6
98000223,0,0,2,2009-11-09,0.3,1.1,2.6
98000224,0,1,2,2009-11-10,0.1,1.1,2.5
98000225,0,2,4,2009-11-11,0.1,1.2,2.7
98000226,1,2,2,2009-11-12,0.2,1.2,2.6
98000227,1,0,3,2009-11-13,0.3,1.0,2.7
98000228,1,1,3,2009-11-16,0.4,0.9,2.7
98000229,0,0,2,2009-11-17,0.4,0.9,2.5
98000230,0,1,3,2009-11-18,0.3,1.0,2.5
98000231,0,1,3,2009-11-19,0.3,0.9,2.6
98000232,0,0,2,2009-11-20,0.3,0.8,2.6
98000233,1,2,3,2009-11-23,0.4,1.0,2.7
98000234,0,0,3,2009-11-24,0.4,0.9,2.8
98000235,2,2,3,2009-11-25,0.6,0.9,2.7
98000236,0,2,3,2009-11-26,0.5,0.9,2.8
98000237,1,1,2,2009-11-27,0.5,1.0,2.7
98000238,0,1,2,2009-11-30,0.4,1.0,2.6
98000239,1,1,3,2009-12-01,0.5,1.1,2.7
98000240,1,0,3,2009-12-02,0.6,1.0,2.7
98000241,0,0,3,2009-12-03,0.6,0.9,2.7
98000242,0,1,3,2009-12-04,0.6,1.0,2.8
98000243,0,1,2,2009-12-07,0.5,0.9,2.7
98000244,0,1,3,2009-12-08,0.5,1.0,2.7
98000245,1,1,3,2009-12-09,0.4,0.9,2.7
98000246,1,2,3,2009-12-10,0.5,0.9,2.7
98000247,0,3,2,2009-12-11,0.4,1.1,2.7
98000248,2,3,2,2009-12-14,0.6,1.3,2.7
98000249,0,1,3,2009-12-15,0.5,1.3,2.7
98000250,2,0,3,2009-12-16,0.6,1.3,2.7
98000251,2,0,2,2009-12-17,0.8,1.3,2.6
98000252,2,2,3,2009-12-18,1.0,1.4,2.6
98000253,0,2,3,2009-12-21,1.0,1.5,2.7
98000254,0,1,4,2009-12-22,1.0,1.5,2.8
98000255,1,1,2,2009-12-23,1.0,1.5,2.7
98000256,1,1,2,2009-12-24,1.0,1.4,2.6
98000257,2,1,3,2009-12-25,1.2,1.2,2.7
98000258,0,2,4,2009-12-28,1.0,1.1,2.9
98000259,1,1,3,2009-12-29,1.1,1.1,2.9
98000260,0,1,3,2009-12-30,0.9,1.2,2.9
98000261,2,1,2,2009-12-31,0.9,1.3,2.9
99000001,0,1,3,2010-01-01,0.7,1.2,2.9
99000002,2,1,2,2010-01-04,0.9,1.1,2.8
99000003,1,3,2,2010-01-05,1.0,1.3,2.6
99000004,0,1,3,2010-01-06,0.9,1.3,2.7
99000005,0,2,2,2010-01-07,0.8,1.4,2.7
99000006,1,0,3,2010-01-08,0.7,1.3,2.7
99000007,1,3,3,2010-01-11,0.8,1.4,2.6
99000008,2,1,3,2010-01-12,0.9,1.4,2.6
99000009,0,1,3,2010-01-13,0.9,1.4,2.6
99000010,2,1,3,2010-01-14,0.9,1.4,2.7
99000011,1,4,4,2010-01-15,1.0,1.7,2.8
99000012,1,2,3,2010-01-18,0.9,1.8,2.9
99000013,0,1,2,2010-01-19,0.8,1.6,2.9
99000014,0,1,3,2010-01-20,0.8,1.6,2.9
99000015,0,2,2,2010-01-21,0.8,1.6,2.9
99000016,1,1,2,2010-01-22,0.8,1.7,2.8
99000017,1,1,3,2010-01-25,0.8,1.5,2.8
99000018,1,1,4,2010-01-26,0.7,1.5,2.9
99000019,0,2,2,2010-01-27,0.7,1.6,2.8
99000020,0,0,3,2010-01-28,0.5,1.5,2.8
99000021,1,0,3,2010-01-29,0.5,1.1,2.7
99000022,2,0,2,2010-02-01,0.6,0.9,2.6
99000023,0,0,2,2010-02-02,0.6,0.8,2.6
99000024,1,2,3,2010-02-03,0.7,0.9,2.6
99000025,0,3,3,2010-02-04,0.7,1.0,2.7
99000026,1,3,3,2010-02-05,0.7,1.2,2.8
99000027,0,0,4,2010-02-08,0.6,1.1,2.9
99000028,0,2,2,2010-02-09,0.5,1.2,2.7
99000029,0,1,2,2010-02-10,0.5,1.1,2.7
99000030,0,1,2,2010-02-11,0.5,1.2,2.6
99000031,1,1,3,2010-02-12,0.5,1.3,2.6
99000032,1,0,4,2010-02-15,0.4,1.3,2.8
99000033,0,1,3,2010-02-16,0.4,1.4,2.9
99000034,0,2,3,2010-02-17,0.3,1.4,2.9
99000035,0,1,2,2010-02-18,0.3,1.2,2.8
99000036,1,0,3,2010-02-19,0.3,0.9,2.8
99000037,1,1,3,2010-02-22,0.4,1.0,2.7
99000038,1,1,3,2010-02-23,0.5,0.9,2.8
99000039,0,1,2,2010-02-24,0.5,0.9,2.8
99000040,0,2,3,2010-02-25,0.5,1.0,2.9
99000041,1,0,3,2010-02-26,0.5,0.9,2.9
99000042,1,1,3,2010-03-01,0.5,1.0,2.8
99000043,1,1,2,2010-03-02,0.6,1.0,2.7
99000044,1,2,2,2010-03-03,0.7,1.0,2.6
99000045,0,2,3,2010-03-04,0.7,1.1,2.7
99000046,0,3,2,2010-03-05,0.6,1.4,2.6
99000047,1,2,2,2010-03-08,0.6,1.5,2.5
99000048,1,2,3,2010-03-09,0.6,1.6,2.5
99000049,0,0,2,2010-03-10,0.6,1.5,2.5
99000050,1,4,2,2010-03-11,0.7,1.7,2.4
99000051,1,0,2,2010-03-12,0.7,1.7,2.3
99000052,2,1,3,2010-03-15,0.8,1.7,2.3
99000053,2,0,3,2010-03-16,0.9,1.6,2.4
99000054,1,3,4,2010-03-17,0.9,1.7,2.6
99000055,1,1,2,2010-03-18,1.0,1.6,2.5
99000056,0,0,3,2010-03-19,1.0,1.3,2.6
99000057,1,1,2,2010-03-22,1.0,1.2,2.6
99000058,1,1,2,2010-03-23,1.0,1.1,2.5
99000059,2,2,5,2010-03-24,1.2,1.3,2.8
99000060,1,1,2,2010-03-25,1.2,1.0,2.8
99000061,1,2,3,2010-03-26,1.2,1.2,2.9
99000062,2,1,2,2010-03-29,1.2,1.2,2.8
99000063,0,1,3,2010-03-30,1.0,1.3,2.8
99000064,0,0,3,2010-03-31,0.9,1.0,2.7
99000065,0,1,3,2010-04-01,0.8,1.0,2.8
99000066,0,1,2,2010-04-02,0.8,1.1,2.7
99000067,1,0,2,2010-04-05,0.8,1.0,2.7
99000068,1,1,4,2010-04-06,0.8,1.0,2.9
99000069,2,2,3,2010-04-07,0.8,1.0,2.7
99000070,0,2,3,2010-04-08,0.7,1.1,2.8
99000071,0,2,3,2010-04-09,0.6,1.1,2.8
99000072,0,3,2,2010-04-12,0.4,1.3,2.8
99000073,1,0,2,2010-04-13,0.5,1.2,2.7
99000074,1,0,2,2010-04-14,0.6,1.2,2.6
99000075,0,2,3,2010-04-15,0.6,1.3,2.6
99000076,1,2,2,2010-04-16,0.7,1.4,2.6
99000077,0,1,3,2010-04-19,0.6,1.5,2.7
99000078,0,2,3,2010-04-20,0.5,1.6,2.6
99000079,0,1,3,2010-04-21,0.3,1.5,2.6
99000080,1,2,5,2010-04-22,0.4,1.5,2.8
99000081,0,1,3,2010-04-23,0.4,1.4,2.8
99000082,1,0,3,2010-04-26,0.5,1.1,2.9
99000083,0,1,2,2010-04-27,0.4,1.2,2.9
99000084,1,0,3,2010-04-28,0.4,1.2,3.0
99000085,0,1,3,2010-04-29,0.4,1.1,3.0
99000086,2,2,3,2010-04-30,0.5,1.1,3.1
99000087,0,1,2,2010-05-03,0.5,1.1,3.0
99000088,1,0,3,2010-05-04,0.6,0.9,3.0
99000089,0,0,2,2010-05-05,0.6,0.8,2.9
99000090,0,1,3,2010-05-06,0.5,0.7,2.7
99000091,1,1,2,2010-05-07,0.6,0.7,2.6
99000092,1,1,3,2010-05-10,0.6,0.8,2.6
99000093,0,1,3,2010-05-11,0.6,0.8,2.7
99000094,0,2,3,2010-05-12,0.5,1.0,2.7
99000095,1,1,2,2010-05-13,0.6,1.0,2.6
99000096,1,1,3,2010-05-14,0.5,0.9,2.6
99000097,1,0,2,2010-05-17,0.6,0.8,2.6
99000098,1,2,2,2010-05-18,0.6,1.0,2.5
99000099,2,1,3,2010-05-19,0.8,1.1,2.6
99000100,1,0,2,2010-05-20,0.9,1.0,2.5
99000101,0,2,3,2010-05-21,0.8,1.1,2.6
99000102,1,2,3,2010-05-24,0.8,1.2,2.6
99000103,1,0,4,2010-05-25,0.9,1.1,2.7
99000104,1,1,2,2010-05-26,1.0,1.0,2.6
99000105,0,0,3,2010-05-27,0.9,0.9,2.7
99000106,1,2,3,2010-05-28,0.9,1.0,2.7
99000107,1,0,2,2010-05-31,0.9,1.0,2.7
99000108,0,0,2,2010-06-01,0.8,0.8,2.7
99000109,0,1,2,2010-06-02,0.6,0.8,2.6
99000110,1,0,3,2010-06-03,0.6,0.8,2.7
99000111,0,1,3,2010-06-04,0.6,0.7,2.7
99000112,0,0,2,2010-06-07,0.5,0.5,2.6
99000113,1,1,2,2010-06-08,0.5,0.6,2.4
99000114,0,2,3,2010-06-09,0.4,0.7,2.5
99000115,0,1,2,2010-06-10,0.4,0.8,2.4
99000116,0,3,3,2010-06-11,0.3,0.9,2.4
99000117,1,2,3,2010-06-14,0.3,1.1,2.5
99000118,0,2,2,2010-06-15,0.3,1.3,2.5
99000119,0,1,3,2010-06-16,0.3,1.3,2.6
99000120,1,1,3,2010-06-17,0.3,1.4,2.6
99000121,0,1,3,2010-06-18,0.3,1.4,2.6
99000122,0,0,3,2010-06-21,0.3,1.4,2.7
99000123,1,2,3,2010-06-22,0.3,1.5,2.8
99000124,0,1,3,2010-06-23,0.3,1.4,2.8
99000125,0,1,3,2010-06-24,0.3,1.4,2.9
99000126,1,2,2,2010-06-25,0.4,1.3,2.8
99000127,1,2,2,2010-06-28,0.4,1.3,2.7
99000128,0,1,3,2010-06-29,0.4,1.2,2.8
99000129,1,3,3,2010-06-30,0.5,1.4,2.8
99000130,0,0,3,2010-07-01,0.4,1.3,2.8
99000131,1,2,3,2010-07-02,0.5,1.4,2.8
99000132,2,2,3,2010-07-05,0.7,1.6,2.8
99000133,0,1,2,2010-07-06,0.6,1.5,2.7
99000134,0,1,3,2010-07-07,0.6,1.5,2.7
99000135,0,3,2,2010-07-08,0.6,1.7,2.6
99000136,1,2,3,2010-07-09,0.6,1.7,2.7
99000137,1,1,3,2010-07-12,0.6,1.6,2.8
99000138,1,2,2,2010-07-13,0.7,1.7,2.7
99000139,0,0,3,2010-07-14,0.6,1.4,2.7
99000140,1,1,2,2010-07-15,0.7,1.5,2.6
99000141,0,0,3,2010-07-16,0.6,1.3,2.6
99000142,0,0,3,2010-07-19,0.4,1.1,2.6
99000143,1,1,3,2010-07-20,0.5,1.1,2.7
99000144,0,1,3,2010-07-21,0.5,1.1,2.7
99000145,0,0,3,2010-07-22,0.5,0.8,2.8
99000146,0,0,3,2010-07-23,0.4,0.6,2.8
99000147,2,2,2,2010-07-26,0.5,0.7,2.7
99000148,0,2,3,2010-07-27,0.4,0.7,2.8
99000149,1,2,3,2010-07-28,0.5,0.9,2.8
99000150,1,0,3,2010-07-29,0.5,0.8,2.9
99000151,1,1,2,2010-07-30,0.6,0.9,2.8
99000152,1,1,3,2010-08-02,0.7,1.0,2.8
99000153,3,2,3,2010-08-03,0.9,1.1,2.8
99000154,2,2,3,2010-08-04,1.1,1.2,2.8
99000155,0,2,3,2010-08-05,1.1,1.4,2.8
99000156,0,2,3,2010-08-06,1.1,1.6,2.8
99000157,0,1,2,2010-08-09,0.9,1.5,2.8
99000158,1,0,3,2010-08-10,1.0,1.3,2.8
99000159,0,1,3,2010-08-11,0.9,1.2,2.8
99000160,1,2,3,2010-08-12,0.9,1.4,2.8
99000161,0,2,3,2010-08-13,0.8,1.5,2.9
99000162,0,0,4,2010-08-16,0.7,1.4,3.0
99000163,0,4,3,2010-08-17,0.4,1.6,3.0
99000164,0,0,3,2010-08-18,0.2,1.4,3.0
99000165,1,2,2,2010-08-19,0.3,1.4,2.9
99000166,1,1,3,2010-08-20,0.4,1.3,2.9
99000167,1,1,2,2010-08-23,0.5,1.3,2.9
99000168,1,1,3,2010-08-24,0.5,1.4,2.9
99000169,1,1,3,2010-08-25,0.6,1.4,2.9
99000170,0,1,3,2010-08-26,0.5,1.3,2.9
99000171,0,2,3,2010-08-27,0.5,1.3,2.9
99000172,1,1,2,2010-08-30,0.6,1.4,2.7
99000173,1,2,3,2010-08-31,0.7,1.2,2.7
99000174,1,2,2,2010-09-01,0.8,1.4,2.6
99000175,0,2,2,2010-09-02,0.7,1.4,2.6
99000176,0,1,3,2010-09-03,0.6,1.4,2.6
99000177,1,1,3,2010-09-06,0.6,1.4,2.7
99000178,0,0,3,2010-09-07,0.5,1.3,2.7
99000179,0,2,3,2010-09-08,0.4,1.4,2.7
99000180,1,1,2,2010-09-09,0.5,1.4,2.6
